url_bank,year,Neutral,Positive,Negative
https://www.banki.ru/services/responses/bank/absolutbank/,2005,0.3404538778736083,0.12340056474296514,0.16846122506077743
https://www.banki.ru/services/responses/bank/absolutbank/,2006,0.4704533927571142,0.03697129526987415,0.2219749265778576
https://www.banki.ru/services/responses/bank/absolutbank/,2007,0.5184113895186726,0.09593221510454483,0.12248568174175094
https://www.banki.ru/services/responses/bank/absolutbank/,2008,0.6418368241828546,0.026238657687308653,0.172780843981733
https://www.banki.ru/services/responses/bank/absolutbank/,2009,0.3011144652713583,0.15823501351385486,0.19759608565207898
https://www.banki.ru/services/responses/bank/absolutbank/,2010,0.4254263914185134,0.027711275237360444,0.2622789874067846
https://www.banki.ru/services/responses/bank/absolutbank/,2011,0.509927249032886,0.07602267860663894,0.23629509295868079
https://www.banki.ru/services/responses/bank/absolutbank/,2012,0.45269226902331466,0.022107959396916142,0.3173255955740326
https://www.banki.ru/services/responses/bank/absolutbank/,2013,0.40058447422140453,0.012427326297943637,0.40058447422140453
https://www.banki.ru/services/responses/bank/absolutbank/,2014,0.4546091007562879,0.02469315286590787,0.36696626117239395
https://www.banki.ru/services/responses/bank/absolutbank/,2015,0.37622366134197277,0.016277746800183533,0.4309606916039412
https://www.banki.ru/services/responses/bank/absolutbank/,2016,0.3502627248336252,0.06885301272779584,0.4078424154012339
https://www.banki.ru/services/responses/bank/absolutbank/,2017,0.4147294115727969,0.04654199209581105,0.38059395351823694
https://www.banki.ru/services/responses/bank/absolutbank/,2018,0.34757812556996154,0.05156630244577769,0.4700511047577865
https://www.banki.ru/services/responses/bank/absolutbank/,2019,0.28303501557778504,0.4502841053673303,0.17085710758977765
https://www.banki.ru/services/responses/bank/absolutbank/,2020,0.2701330016396853,0.42078395045085587,0.20993530568984864
https://www.banki.ru/services/responses/bank/absolutbank/,2021,0.250202645562295,0.3381038679267369,0.1659170181354888
https://www.banki.ru/services/responses/bank/agropromcredit/,2005,0.0,0.0,0.08878659326213179
https://www.banki.ru/services/responses/bank/agropromcredit/,2006,0.49818424452516624,0.0,0.0
https://www.banki.ru/services/responses/bank/agropromcredit/,2007,0.0048605552714510725,0.0,0.26376872438253957
https://www.banki.ru/services/responses/bank/agropromcredit/,2008,0.0,0.16424565936688829,0.016781105234011606
https://www.banki.ru/services/responses/bank/agropromcredit/,2009,0.26376872438253957,0.0,0.0048605552714510725
https://www.banki.ru/services/responses/bank/agropromcredit/,2011,0.08878659326213179,0.0,0.0
https://www.banki.ru/services/responses/bank/agropromcredit/,2012,0.05185365230812369,0.12506558679385224,0.12506558679385224
https://www.banki.ru/services/responses/bank/agropromcredit/,2013,0.3110372348574032,0.03856061294952601,0.03856061294952601
https://www.banki.ru/services/responses/bank/agropromcredit/,2014,0.27146583309032823,0.0,0.27146583309032823
https://www.banki.ru/services/responses/bank/agropromcredit/,2015,0.26376872438253957,0.0048605552714510725,0.0
https://www.banki.ru/services/responses/bank/agropromcredit/,2016,0.3934412209070705,0.0,0.09713831623882421
https://www.banki.ru/services/responses/bank/agropromcredit/,2017,0.0,0.0,0.3434614264764034
https://www.banki.ru/services/responses/bank/agropromcredit/,2018,0.0,0.0,0.4082028547385168
https://www.banki.ru/services/responses/bank/agropromcredit/,2019,0.14518037183472315,0.0,0.2399258060622212
https://www.banki.ru/services/responses/bank/agropromcredit/,2020,0.0,0.0,0.08878659326213179
https://www.banki.ru/services/responses/bank/agroros/,2010,0.08878659326213179,0.0,0.0
https://www.banki.ru/services/responses/bank/agroros/,2012,0.06163806399510069,0.3451803718347231,0.0
https://www.banki.ru/services/responses/bank/agroros/,2014,0.08878659326213179,0.0,0.0
https://www.banki.ru/services/responses/bank/agroros/,2015,0.03963062588979638,0.03963062588979638,0.0
https://www.banki.ru/services/responses/bank/agroros/,2016,0.191940644849777,0.13312812549433128,0.0788575342573106
https://www.banki.ru/services/responses/bank/agroros/,2017,0.0,0.12506558679385224,0.2076012396986031
https://www.banki.ru/services/responses/bank/agroros/,2018,0.11234459473943714,0.0,0.3918979577776356
https://www.banki.ru/services/responses/bank/agroros/,2019,0.16834267537146885,0.6874961545916958,0.0
https://www.banki.ru/services/responses/bank/agroros/,2020,0.13145265867418182,0.41981531294489816,0.0
https://www.banki.ru/services/responses/bank/agroros/,2021,0.05185365230812369,0.2076012396986031,0.05185365230812369
https://www.banki.ru/services/responses/bank/akbars/,2005,0.0048605552714510725,0.12091158152539672,0.0048605552714510725
https://www.banki.ru/services/responses/bank/akbars/,2006,0.12091158152539672,0.0,0.12091158152539672
https://www.banki.ru/services/responses/bank/akbars/,2007,0.0,0.0,0.20922821158083144
https://www.banki.ru/services/responses/bank/akbars/,2008,0.0,0.0,0.3434614264764034
https://www.banki.ru/services/responses/bank/akbars/,2009,0.4082028547385168,0.0,0.0
https://www.banki.ru/services/responses/bank/akbars/,2010,0.16412905010939377,0.0,0.39380107591770586
https://www.banki.ru/services/responses/bank/akbars/,2011,0.191940644849777,0.0,0.32145605688453394
https://www.banki.ru/services/responses/bank/akbars/,2012,0.27357661813892864,0.0,0.36849368942266114
https://www.banki.ru/services/responses/bank/akbars/,2013,0.36614763257753385,0.01273054137396936,0.36614763257753385
https://www.banki.ru/services/responses/bank/akbars/,2014,0.28085506686970424,0.031160977180615466,0.4374836195039864
https://www.banki.ru/services/responses/bank/akbars/,2015,0.47799138220601894,0.018231523700773362,0.277887423181921
https://www.banki.ru/services/responses/bank/akbars/,2016,0.3580139983740365,0.026986517272008022,0.4534326469015557
https://www.banki.ru/services/responses/bank/akbars/,2017,0.3724144159342775,0.05521291811377585,0.4309362569051146
https://www.banki.ru/services/responses/bank/akbars/,2018,0.4269299442113395,0.03917562623605242,0.43415964273539925
https://www.banki.ru/services/responses/bank/akbars/,2019,0.3633653586456782,0.13745766589085961,0.39400180464460693
https://www.banki.ru/services/responses/bank/akbars/,2020,0.35411275458925806,0.22732004458509852,0.3318812287531154
https://www.banki.ru/services/responses/bank/akbars/,2021,0.28251096722074026,0.15691957169592,0.3913207533642734
https://www.banki.ru/services/responses/bank/akcept/,2007,0.0,0.0,0.08878659326213179
https://www.banki.ru/services/responses/bank/akcept/,2012,0.20922821158083144,0.0,0.09346142647640338
https://www.banki.ru/services/responses/bank/akcept/,2013,0.09346142647640338,0.0,0.09346142647640338
https://www.banki.ru/services/responses/bank/akcept/,2014,0.09346142647640338,0.0,0.09346142647640338
https://www.banki.ru/services/responses/bank/akcept/,2015,0.3501144385673449,0.0,0.0
